CODGEO,R_P19_POP1529,R_P19_POP3044,R_P19_POP4559,R_P19_POP6074,R_P19_POP7589,R_C19_MENPSEUL,R_C19_MENCOUPSENF,R_C19_MENCOUPAENF,R_C19_MENFAMMONO
65089,17.05,4.55,30.68,30.68,7.95,44.44,33.33,22.22,0.0
65090,14.29,14.29,38.96,11.69,7.79,33.33,33.33,33.33,0.0
65091,10.17,22.03,15.25,25.42,15.25,33.33,16.67,33.33,0.0
65092,11.95,18.58,22.56,17.26,10.62,52.18,17.4,21.73,4.35
65093,9.57,11.48,22.49,26.79,14.83,38.1,28.57,23.81,9.52
65094,14.06,17.97,18.75,20.31,14.06,33.33,25.0,25.0,16.67
65095,13.05,9.6,31.66,26.66,9.88,39.52,34.24,18.55,7.7
65096,6.25,9.38,20.31,39.06,10.94,33.33,33.33,33.33,0.0
65097,6.28,16.23,19.9,29.32,7.85,23.53,41.18,23.53,11.76
65098,12.44,20.28,22.64,18.77,7.2,21.98,34.2,36.22,3.8
65099,12.5,20.83,22.93,22.91,9.72,55.56,22.22,11.11,11.11
65100,15.44,18.9,19.53,17.51,7.68,26.82,28.22,30.09,11.57
65101,15.22,19.69,21.39,16.93,7.61,30.3,27.27,30.3,12.12
65102,9.52,0.0,42.86,28.57,14.29,50.0,50.0,0.0,0.0
65103,11.93,19.27,14.68,28.44,10.09,20.0,40.0,30.0,10.0
65104,10.37,16.05,24.41,22.07,10.37,24.0,32.0,40.0,4.0
65105,10.2,14.79,23.97,17.85,13.78,31.25,25.0,25.0,18.75
65106,8.86,25.95,21.52,12.03,10.76,33.33,33.33,20.0,6.67
65107,16.96,18.75,25.0,13.39,8.04,22.22,33.33,33.33,11.11
65108,12.14,17.57,23.35,20.0,8.55,28.0,32.0,29.33,9.33
65109,15.62,12.5,34.38,25.0,9.38,33.33,66.67,0.0,0.0
65110,7.29,20.83,16.67,26.04,8.33,37.5,37.5,25.0,0.0
65111,15.0,8.33,25.0,26.67,20.0,50.0,50.0,0.0,0.0
65112,8.33,13.46,23.72,30.13,9.62,33.33,40.0,13.33,13.33
65113,8.98,15.83,20.77,23.91,12.13,24.83,33.3,29.38,12.48
65114,15.0,13.75,35.0,10.0,13.75,37.5,0.0,50.0,12.5
65115,9.09,23.09,22.88,14.45,10.59,25.15,41.73,28.96,0.0
65116,15.32,22.55,21.77,16.51,5.4,27.36,30.86,26.4,11.52
65117,4.76,9.52,23.81,33.33,19.05,25.0,25.0,25.0,25.0
65118,8.11,16.22,18.92,18.92,10.81,33.33,33.33,33.33,0.0
65119,15.07,13.96,25.69,19.86,8.11,31.03,27.59,37.93,3.45
65120,9.17,22.19,24.26,18.05,6.8,18.52,37.04,40.74,3.7
65121,9.79,13.66,20.62,25.52,14.18,35.14,35.14,21.62,8.11
65123,10.7,13.81,25.38,27.42,10.63,36.37,35.27,17.93,9.68
65124,20.0,16.36,27.27,14.55,12.73,50.0,16.67,33.33,0.0
65125,8.95,13.1,22.68,27.48,13.74,27.59,27.59,24.14,13.79
65126,8.61,9.27,35.1,21.19,17.22,37.5,31.25,18.75,12.5
65127,11.35,15.33,24.98,18.01,12.62,38.07,35.28,23.29,2.52
65128,7.3,21.17,19.71,23.36,9.49,27.27,27.27,36.36,9.09
65129,11.33,12.12,17.74,23.99,18.49,50.76,22.97,12.36,12.66
65130,8.95,12.8,27.35,21.76,18.12,44.43,31.12,11.15,9.41
65131,14.45,15.76,24.01,22.95,7.58,37.4,27.21,21.84,4.44
65132,9.09,13.64,29.55,27.27,6.82,25.0,50.0,25.0,0.0
65133,9.52,25.54,13.85,18.61,5.63,17.65,23.53,52.94,5.88
65134,30.77,7.69,7.69,46.15,7.69,,,,
65135,7.23,16.87,14.46,27.71,20.48,28.57,28.57,28.57,0.0
65136,8.82,11.76,17.65,35.29,17.65,50.0,25.0,0.0,25.0
65137,17.53,9.28,13.4,38.14,8.25,33.33,33.33,11.11,11.11
65138,13.44,15.6,25.4,21.18,10.82,46.88,28.12,16.67,7.29
65139,7.41,12.96,18.52,42.59,11.11,50.0,33.33,0.0,16.67
65140,16.13,12.9,29.03,3.23,6.45,33.33,33.33,33.33,0.0
65141,10.0,18.33,31.67,18.33,8.33,50.0,16.67,16.67,0.0
65142,9.13,16.35,25.48,23.08,8.65,16.67,44.44,33.33,5.56
65143,7.27,12.73,28.18,23.64,6.36,33.33,33.33,33.33,0.0
65144,10.34,14.94,24.14,28.74,10.34,33.33,33.33,11.11,22.22
65145,4.17,31.25,27.08,20.83,2.08,25.0,50.0,25.0,0.0
65146,16.37,15.83,24.13,19.33,4.52,17.09,21.05,36.85,16.72
65147,12.25,18.2,22.19,21.06,7.7,28.8,29.28,36.07,5.85
65148,6.77,17.29,12.03,40.6,9.77,42.86,35.71,7.14,14.29
65149,9.82,15.34,23.31,15.95,15.95,35.71,35.71,28.57,0.0
65150,9.39,16.1,25.06,24.79,7.82,27.95,41.03,24.23,6.8
65151,12.24,20.41,24.49,17.01,6.8,25.0,33.33,33.33,0.0
65153,9.84,14.75,20.49,29.51,6.56,10.0,50.0,20.0,20.0
65154,11.11,12.96,18.52,24.07,12.96,25.0,50.0,25.0,0.0
65155,9.26,7.41,22.22,35.19,18.52,20.0,40.0,20.0,20.0
65156,13.7,17.81,20.09,27.4,4.57,30.0,20.0,40.0,10.0
65157,12.5,12.5,29.17,25.0,12.5,33.33,33.33,33.33,0.0
65158,7.32,12.2,18.29,32.93,18.29,50.0,30.0,0.0,20.0
65159,10.17,11.58,26.55,22.03,16.1,26.47,29.41,23.53,20.59
65160,13.33,16.67,20.0,20.0,8.33,20.0,50.0,30.0,0.0
65161,11.34,20.54,24.33,12.6,6.15,19.44,28.83,46.92,0.0
65162,11.76,14.71,23.53,17.65,8.82,33.33,0.0,66.67,0.0
65163,2.56,25.64,12.82,23.08,17.95,0.0,66.67,0.0,0.0
65164,16.04,19.81,24.53,17.92,3.77,12.5,12.5,50.0,25.0
65165,8.38,17.32,24.03,29.03,7.26,29.41,29.41,29.41,5.88
65166,9.26,20.37,20.37,20.37,1.85,40.0,40.0,20.0,0.0
65167,11.54,11.54,30.77,26.92,11.54,33.33,0.0,33.33,33.33
65168,10.34,17.0,21.92,21.92,12.07,41.46,31.71,19.51,4.88
65169,7.95,20.45,23.86,21.59,7.95,28.57,28.57,28.57,14.29
65170,6.41,16.67,30.77,24.36,7.69,33.33,16.67,50.0,0.0
65171,16.22,29.73,10.81,32.43,2.7,0.0,0.0,50.0,50.0
65172,2.5,25.0,7.5,30.0,7.5,50.0,25.0,25.0,0.0
65173,13.09,14.66,27.23,26.18,8.38,33.33,27.78,16.67,22.22
65174,11.43,14.29,25.71,20.95,15.24,20.0,50.0,30.0,0.0
65175,12.82,5.13,17.95,53.85,5.13,40.0,40.0,20.0,0.0
65176,13.1,15.48,23.81,30.95,7.14,37.5,37.5,12.5,12.5
65177,5.3,19.87,18.54,26.49,9.93,23.08,38.46,38.46,0.0
65178,4.0,22.0,16.0,34.0,8.0,0.0,50.0,25.0,25.0
65179,7.14,25.0,28.57,28.57,3.57,66.67,33.33,0.0,0.0
65180,14.29,14.29,14.29,21.43,7.14,100.0,0.0,0.0,0.0
65181,14.02,21.34,20.12,19.51,4.27,23.08,38.46,30.77,0.0
65182,7.02,22.68,20.29,17.95,10.14,30.0,40.0,30.0,0.0
65183,8.69,8.17,15.02,29.28,22.18,39.07,36.77,13.72,10.44
65184,12.64,17.82,20.11,22.99,6.32,41.18,23.53,29.41,5.88
65185,11.32,20.05,23.11,19.75,8.32,26.28,35.38,24.87,7.96
65186,2.78,25.0,19.44,27.78,8.33,33.33,33.33,33.33,0.0
65187,9.0,16.0,19.0,25.0,17.0,45.45,18.18,27.27,9.09
65189,14.74,15.09,26.74,17.86,6.2,24.09,23.91,32.98,9.53
65190,7.04,9.86,23.94,30.99,19.72,42.86,28.57,14.29,14.29
65191,7.14,21.43,25.4,23.81,7.94,18.18,54.55,27.27,0.0
65192,9.73,16.2,21.25,26.96,11.37,34.72,33.46,22.92,8.9
65193,9.78,11.96,18.48,32.61,8.7,60.0,20.0,10.0,10.0
65194,9.47,16.84,18.95,27.37,9.47,33.33,22.22,22.22,22.22
65195,8.76,16.79,28.47,23.36,8.76,30.77,30.77,30.77,7.69
65196,13.04,14.13,34.78,13.04,6.52,25.0,37.5,25.0,12.5
65197,14.74,7.69,33.33,23.08,10.26,21.43,35.71,28.57,7.14
65198,8.39,12.04,21.17,26.37,18.86,34.13,37.3,18.8,9.77
65199,8.33,25.0,25.0,25.0,8.33,50.0,25.0,25.0,0.0
65200,9.43,18.87,25.47,24.53,9.43,45.45,45.45,9.09,0.0
65201,9.29,17.49,28.96,21.86,7.1,29.41,41.18,23.53,5.88
65202,10.27,20.85,20.54,21.75,7.55,33.33,30.0,26.67,10.0
65203,11.11,18.52,25.93,25.93,3.7,0.0,100.0,0.0,0.0
65204,11.11,18.52,18.52,25.93,3.7,0.0,50.0,50.0,0.0
65205,3.51,22.81,21.05,36.84,7.02,33.33,50.0,16.67,0.0
65206,7.83,17.83,21.74,28.7,7.83,23.81,42.86,19.05,9.52
65207,4.84,16.13,20.97,19.35,19.35,20.0,40.0,20.0,20.0
65208,4.55,18.18,27.27,40.91,4.55,50.0,50.0,0.0,0.0
65209,3.9,16.88,15.58,38.96,10.39,37.5,50.0,0.0,0.0
65210,10.81,8.11,29.73,35.14,5.41,50.0,25.0,25.0,0.0
65211,12.16,11.49,29.05,25.0,6.76,23.08,46.15,23.08,7.69
65212,10.94,19.26,18.02,15.88,14.03,37.64,40.68,21.68,0.0
65213,9.84,11.48,23.77,27.05,16.39,38.46,38.46,7.69,7.69
65214,9.3,11.63,20.93,23.26,20.93,20.0,60.0,20.0,0.0
65215,15.91,4.55,29.55,29.55,11.36,50.0,25.0,25.0,0.0
65216,3.96,17.82,14.85,35.64,12.87,30.0,30.0,20.0,20.0
65217,1.85,24.07,16.67,18.52,11.11,20.0,40.0,20.0,20.0
65218,10.18,19.99,18.92,22.47,10.21,40.63,26.66,21.15,8.28
65219,13.6,16.8,14.4,23.2,13.6,20.0,40.0,20.0,20.0
65220,13.39,21.76,21.34,12.97,5.86,17.65,29.41,41.18,11.76
65221,11.58,19.16,21.47,17.03,9.11,28.33,19.0,28.87,23.8
65222,10.91,21.21,20.61,24.24,6.06,23.08,30.77,38.46,7.69
65223,8.96,15.66,20.35,28.31,9.21,20.59,45.1,29.41,4.9
65224,11.23,21.31,19.22,20.73,10.2,28.22,36.02,27.77,7.99
65225,8.57,16.19,22.86,20.0,12.38,12.5,37.5,37.5,12.5
65226,14.38,16.1,19.96,19.3,10.94,29.65,32.74,26.55,10.18
65228,9.09,19.01,16.53,31.4,13.22,36.36,36.36,18.18,9.09
65229,12.5,22.92,18.75,18.75,6.25,0.0,50.0,50.0,0.0
65230,8.42,16.05,22.57,24.73,12.22,32.61,47.99,19.4,0.0
65231,15.58,15.58,26.13,21.11,9.05,31.58,36.84,26.32,5.26
65232,9.23,23.08,13.85,23.08,9.23,20.0,60.0,20.0,0.0
65233,15.22,15.86,26.67,14.6,6.35,25.48,29.23,24.6,20.69
65234,8.16,19.39,24.49,19.39,16.33,40.0,40.0,20.0,0.0
65235,12.63,16.32,21.51,20.72,11.12,26.2,34.93,27.04,9.86
65236,15.54,20.3,25.23,16.5,5.79,23.94,40.4,30.25,2.69
65237,8.07,18.01,27.33,15.53,12.42,41.18,35.29,23.53,0.0
65238,11.34,11.31,30.97,24.85,10.27,24.28,33.48,28.04,9.49
65239,11.84,14.47,28.95,21.71,8.55,23.08,30.77,38.46,7.69
65240,10.67,13.3,25.66,23.09,12.28,27.04,35.29,25.89,11.78
65241,4.65,8.14,26.74,31.4,19.77,60.0,30.0,10.0,0.0
65242,9.92,17.68,18.1,23.27,13.79,28.55,38.09,28.6,4.76
65243,11.67,17.77,28.82,20.18,5.61,29.73,24.32,32.43,13.51
65244,13.88,18.43,22.0,18.86,7.9,19.29,38.23,37.72,4.76
65245,11.56,16.44,26.67,25.33,5.33,20.0,50.0,30.0,0.0
65247,4.81,26.92,21.15,19.23,3.85,40.0,20.0,20.0,10.0
65248,11.67,16.73,21.79,19.46,10.89,30.43,39.13,30.43,0.0
65249,13.27,17.35,24.49,17.35,7.14,25.0,12.5,37.5,25.0
65250,7.63,22.03,14.41,27.12,11.02,36.36,36.36,18.18,9.09
65251,13.35,15.41,21.49,19.7,10.36,30.49,35.37,20.12,11.59
65252,11.95,20.99,18.83,17.59,8.98,27.25,30.04,39.85,1.43
65253,11.11,16.67,20.37,25.93,14.81,40.0,20.0,40.0,0.0
65254,11.72,15.86,19.31,23.45,8.28,30.77,38.46,23.08,7.69
65255,6.67,20.0,20.0,26.67,10.0,66.67,0.0,0.0,0.0
65256,12.0,20.0,17.33,22.0,12.67,38.46,23.08,30.77,7.69
65257,16.47,16.47,23.29,20.8,5.82,24.0,36.0,34.0,6.0
65258,14.1,15.07,22.85,20.04,13.9,50.76,24.05,13.47,10.67
65259,6.78,24.86,19.21,18.64,3.95,21.43,35.71,35.71,7.14
65260,14.13,15.22,25.0,20.65,9.78,14.29,42.86,42.86,0.0
65261,16.33,8.16,30.61,20.41,20.41,25.0,50.0,25.0,0.0
65262,12.59,20.3,22.88,18.25,9.26,33.33,27.27,30.3,3.03
65263,10.42,13.54,27.08,20.83,15.62,40.0,40.0,20.0,0.0
65264,14.17,13.8,19.86,24.95,11.51,26.34,33.44,29.07,7.43
65265,13.98,17.63,23.53,20.58,6.75,22.48,29.74,36.65,11.13
65266,8.57,2.86,48.57,22.86,2.86,33.33,33.33,33.33,0.0
65267,11.27,11.66,22.63,25.05,15.04,30.98,36.0,19.16,9.86
65268,7.11,25.33,17.33,21.33,7.11,27.78,16.67,33.33,16.67
65269,11.31,15.48,25.0,22.62,10.12,26.67,40.0,26.67,6.67
65270,11.0,18.66,22.49,19.62,10.53,27.78,22.22,27.78,22.22
65271,6.16,16.25,22.69,27.45,14.01,28.13,43.75,25.0,3.13
65272,9.09,16.88,19.48,24.68,19.48,25.0,50.0,25.0,0.0
65273,13.07,16.08,22.11,22.11,10.55,29.41,35.29,29.41,0.0
65274,10.95,16.79,23.36,24.82,10.22,33.33,33.33,25.0,8.33
65275,7.04,21.13,26.76,19.72,7.04,28.57,28.57,42.86,0.0
65276,10.26,17.95,16.24,19.66,13.68,30.0,20.0,30.0,20.0
65277,15.22,10.87,23.91,26.09,10.87,37.5,37.5,25.0,0.0
65278,3.23,9.68,29.03,41.94,12.9,33.33,0.0,0.0,33.33
65279,9.09,18.66,22.97,22.49,10.05,40.0,35.0,10.0,10.0
65280,13.36,17.74,24.88,16.13,9.22,17.65,35.29,41.18,2.94
65281,13.68,20.94,21.37,19.66,4.7,26.32,26.32,36.84,10.53
65282,12.95,18.55,22.88,21.02,10.58,45.02,28.05,14.74,3.02
65283,8.33,22.92,18.75,27.08,10.42,33.33,33.33,16.67,16.67
65284,12.69,16.16,22.73,23.09,9.55,21.17,36.16,28.72,9.29
65285,11.17,19.68,22.87,20.21,8.51,13.33,46.67,40.0,0.0
65286,12.69,13.49,22.56,21.69,15.16,49.85,23.58,14.21,10.81
65287,9.09,10.61,20.41,24.35,21.69,44.26,33.71,10.84,11.18
65288,3.51,14.04,14.04,33.33,28.07,50.0,33.33,16.67,0.0
65289,7.69,20.19,18.27,25.0,12.5,22.22,33.33,33.33,11.11
65290,7.65,15.85,20.22,26.78,14.21,25.0,25.0,25.0,18.75
65291,12.95,9.37,31.65,24.45,12.95,35.71,35.71,14.29,7.14
65292,14.59,17.8,19.91,18.85,6.87,21.58,30.48,38.8,3.05
65293,11.35,15.41,20.63,22.7,16.51,33.33,22.22,22.22,22.22
65294,13.12,19.0,21.27,19.46,8.6,31.58,31.58,26.32,10.53
65295,8.09,17.68,21.3,22.47,14.8,51.0,21.0,17.0,9.0
65296,10.82,14.35,23.75,25.65,13.18,36.84,36.84,18.42,5.26
65297,14.29,14.29,26.19,21.43,14.29,0.0,66.67,33.33,0.0
65298,10.59,20.0,16.47,21.18,15.29,28.57,28.57,28.57,0.0
65299,11.16,16.96,23.66,21.43,8.93,22.22,33.33,33.33,5.56
65300,12.68,21.13,25.35,21.13,2.82,42.86,0.0,28.57,14.29
65301,13.73,24.84,16.41,18.59,5.4,17.04,30.22,39.79,12.95
65303,13.04,18.53,21.46,19.38,7.31,20.98,31.17,34.02,10.36
65304,12.89,12.84,20.04,22.46,15.36,40.45,27.27,17.27,12.73
65305,16.84,11.58,16.84,35.79,12.63,61.54,23.08,15.38,0.0
65306,9.76,16.16,21.86,21.92,14.21,33.59,42.91,23.5,0.0
65307,7.12,17.8,17.21,23.44,12.76,32.26,41.94,25.81,0.0
65308,14.15,13.21,21.7,24.53,16.04,33.33,44.44,22.22,0.0
65309,0.0,12.5,18.75,43.75,12.5,50.0,50.0,0.0,0.0
65310,10.21,14.03,21.72,23.0,12.35,35.0,40.0,10.0,15.0
65311,9.0,17.0,25.0,21.0,7.0,25.0,37.5,37.5,0.0
65313,9.63,17.37,21.85,21.17,10.58,25.0,32.81,32.81,7.81
65314,16.82,13.08,27.57,9.81,10.75,25.0,25.0,43.75,0.0
65315,16.66,12.77,19.75,28.42,9.39,28.95,34.21,23.68,13.16
65316,9.71,19.42,18.45,24.27,15.53,30.0,20.0,20.0,20.0
65317,10.53,18.42,18.42,26.32,10.53,25.0,25.0,25.0,25.0
65318,8.56,20.93,31.51,22.24,8.8,33.33,55.56,11.11,0.0
65319,12.03,10.53,22.56,28.57,12.78,33.33,41.67,16.67,8.33
65320,8.88,16.11,21.93,26.06,8.52,26.08,35.02,31.93,4.21
65321,8.76,24.82,13.87,18.25,5.84,27.27,36.36,27.27,9.09
65322,9.06,16.93,22.05,24.8,10.24,30.43,30.43,30.43,8.7
65323,12.5,21.25,16.25,18.75,10.0,28.57,42.86,28.57,0.0
65324,11.27,15.96,26.29,16.9,11.27,21.05,36.84,31.58,0.0
65325,9.3,9.3,25.58,37.21,9.3,25.0,75.0,0.0,0.0
65326,10.84,13.25,19.28,24.1,20.48,44.44,11.11,22.22,22.22
65327,6.92,16.35,19.5,26.42,11.95,37.5,18.75,31.25,12.5
65328,15.31,23.47,21.43,16.33,4.08,25.0,12.5,25.0,25.0
65329,9.13,15.38,21.15,22.12,15.38,40.0,20.0,20.0,20.0
65330,12.05,12.95,24.55,25.89,9.38,23.81,33.33,33.33,9.52
65331,12.23,14.27,21.88,23.11,11.56,25.35,41.05,25.7,7.17
65332,6.47,30.59,16.47,15.88,4.12,21.43,28.57,42.86,0.0
65333,12.28,19.3,23.68,19.3,6.14,30.0,40.0,30.0,0.0
65334,13.0,17.49,23.77,20.63,7.62,30.0,35.0,30.0,5.0
65335,13.0,17.02,21.99,22.94,8.6,21.95,39.02,31.71,4.88
65336,18.75,9.38,25.0,28.12,6.25,50.0,25.0,25.0,0.0
65337,4.72,12.26,25.47,26.42,13.21,22.22,44.44,33.33,0.0
65338,8.41,20.11,18.31,22.49,11.88,33.83,23.91,37.47,4.78
65339,8.87,22.17,22.51,15.86,8.1,29.98,28.92,33.87,7.23
65340,10.77,17.9,21.59,18.72,11.78,22.64,37.11,30.19,8.81
65341,15.09,14.15,24.53,16.98,12.26,33.33,22.22,44.44,0.0
65342,16.28,19.77,16.28,23.26,8.14,28.57,28.57,28.57,14.29
65343,8.74,21.68,22.07,17.2,10.26,23.27,28.42,34.09,14.21
65344,12.2,16.91,21.44,19.14,10.73,28.89,33.46,29.23,7.41
65345,11.32,13.21,28.3,24.53,9.43,40.0,20.0,20.0,0.0
65346,12.0,18.0,27.33,18.67,9.33,30.77,23.08,38.46,7.69
65347,9.09,25.0,18.18,15.91,9.09,25.0,50.0,25.0,0.0
65348,17.02,4.26,31.91,23.4,12.77,25.0,75.0,0.0,0.0
65349,18.18,9.09,27.27,18.18,9.09,0.0,100.0,0.0,0.0
65350,11.54,14.99,23.58,21.24,13.11,24.01,39.33,29.72,4.92
65351,17.14,28.57,11.43,20.0,8.57,33.33,66.67,0.0,0.0
65352,18.4,15.09,27.83,18.4,5.66,31.58,21.05,42.11,5.26
65353,11.24,14.46,24.1,23.29,12.45,34.78,30.43,26.09,4.35
65354,14.49,23.19,30.43,13.04,1.45,16.67,33.33,33.33,0.0
65355,7.04,18.31,21.13,28.17,9.86,28.57,28.57,28.57,14.29
65356,11.86,16.95,37.29,15.25,10.17,0.0,40.0,40.0,20.0
65357,13.04,22.98,22.98,14.29,5.59,25.0,25.0,33.33,16.67
65358,3.7,18.52,20.37,27.78,14.81,40.0,40.0,20.0,0.0
65359,3.85,38.46,15.38,7.69,7.69,0.0,0.0,100.0,0.0
65360,14.66,14.37,29.26,18.03,6.98,29.75,29.21,28.49,12.55
65361,3.06,23.47,15.31,28.57,7.14,25.0,37.5,25.0,12.5
65362,13.52,13.12,23.61,20.25,15.21,42.57,27.02,16.95,13.47
65363,8.92,14.48,17.74,26.14,16.01,30.24,32.54,29.71,2.5
65364,21.74,8.7,34.78,17.39,4.35,0.0,0.0,50.0,50.0
65366,10.93,14.7,26.2,21.98,10.2,24.62,35.01,30.4,8.52
65367,8.33,21.15,16.67,25.64,6.41,23.08,38.46,38.46,0.0
65368,12.2,14.63,36.59,9.76,19.51,33.33,33.33,33.33,0.0
65369,10.5,15.28,25.23,21.68,10.53,22.6,32.52,30.39,10.86
65370,10.22,13.18,23.41,23.77,16.23,30.19,40.57,22.64,5.66
65371,9.83,14.1,27.78,25.21,8.55,36.36,22.73,27.27,9.09
65372,13.56,15.41,21.88,19.26,9.4,24.53,32.08,30.19,13.21
65373,13.33,9.09,30.3,22.42,15.15,25.0,43.75,6.25,25.0
65374,14.22,8.62,19.83,29.31,17.67,27.27,31.82,31.82,9.09
65375,13.33,14.14,19.49,19.93,13.7,36.56,25.01,22.32,15.3
65376,8.91,13.86,22.77,25.74,10.89,17.65,58.82,23.53,0.0
65377,9.68,16.13,23.23,25.16,13.55,43.75,37.5,18.75,0.0
65378,10.45,19.4,8.96,40.3,4.48,50.0,33.33,16.67,0.0
65379,5.88,23.53,23.53,23.53,0.0,50.0,0.0,50.0,0.0
65380,13.7,17.12,26.03,17.81,4.79,25.0,25.0,33.33,16.67
65381,11.76,8.82,2.94,29.41,23.53,50.0,25.0,25.0,0.0
65382,6.25,12.5,27.5,26.25,5.0,28.57,42.86,28.57,0.0
65383,9.84,12.44,24.87,23.32,17.1,18.75,25.0,37.5,12.5
65384,10.06,23.27,19.5,22.01,11.32,21.43,42.86,28.57,7.14
65385,10.42,10.42,16.67,29.17,22.92,30.0,50.0,10.0,10.0
65386,11.22,16.33,18.37,26.53,11.22,25.0,37.5,25.0,12.5
65387,5.74,9.84,31.97,30.33,18.03,33.33,58.33,8.33,0.0
65388,23.5,20.04,18.26,20.89,8.72,51.09,22.82,13.04,7.61
65389,10.15,13.5,21.15,22.61,12.99,35.29,31.76,18.82,10.59
65390,12.26,15.88,21.9,22.28,12.77,26.17,41.11,24.81,5.17
65391,3.39,16.95,11.86,22.03,13.56,25.0,0.0,50.0,0.0
65392,7.92,21.04,19.91,19.91,9.05,27.03,32.43,24.32,13.51
65393,8.45,21.13,22.54,26.06,5.63,23.08,30.77,23.08,23.08
65394,11.99,16.99,20.06,19.6,11.56,32.63,32.25,24.54,10.58
65395,10.51,15.97,21.94,21.24,13.01,38.1,25.71,23.81,9.52
65396,10.28,14.72,24.17,21.39,12.5,27.27,33.33,18.18,15.15
65397,9.94,18.63,24.84,25.47,5.59,33.33,40.0,20.0,6.67
65398,9.8,15.1,20.0,20.82,14.29,39.13,26.09,17.39,13.04
65399,10.05,13.79,29.4,18.27,15.61,50.0,25.0,25.0,0.0
65400,9.34,15.7,28.52,19.68,8.44,32.93,36.41,26.1,0.0
65401,10.64,18.33,24.78,20.77,7.85,20.83,33.33,33.33,10.42
65402,8.0,28.0,12.0,4.0,4.0,50.0,0.0,0.0,50.0
65403,11.11,10.1,33.33,21.21,1.01,25.0,25.0,37.5,0.0
65404,5.88,13.73,23.53,26.14,17.65,26.67,53.33,20.0,0.0
65405,10.26,15.38,19.23,32.05,7.69,28.57,42.86,28.57,0.0
65406,17.29,16.91,26.24,11.7,8.95,24.77,24.94,35.31,4.98
65407,12.15,12.15,24.3,29.91,10.28,50.0,25.0,25.0,0.0
65408,10.89,17.14,20.71,20.71,14.11,47.62,20.64,15.87,12.7
65409,13.35,14.98,22.43,15.48,15.13,27.13,26.97,30.53,11.51
65410,14.51,12.8,22.07,26.43,11.14,28.78,38.23,26.35,6.64
65411,12.82,12.82,32.05,16.67,10.26,28.57,28.57,14.29,28.57
65412,9.94,15.2,27.49,21.64,9.94,37.5,31.25,31.25,0.0
65413,13.33,14.81,30.37,17.04,4.44,25.0,33.33,33.33,8.33
65414,2.53,21.52,22.78,27.85,10.13,28.57,14.29,42.86,14.29
65415,12.78,16.19,25.14,18.32,11.0,26.32,31.58,36.84,0.0
65416,10.47,16.28,17.44,26.74,9.3,42.86,28.57,28.57,0.0
65417,13.87,14.45,20.92,21.47,11.91,36.49,29.9,20.21,11.34
65418,8.15,21.44,19.56,21.95,7.57,22.01,30.55,30.06,8.65
65419,4.35,10.14,21.74,30.43,21.74,33.33,33.33,16.67,16.67
65420,9.46,17.57,21.62,22.97,10.81,33.33,33.33,16.67,0.0
65421,11.54,17.31,28.85,21.15,7.69,40.0,0.0,40.0,20.0
65422,12.53,21.04,19.31,15.05,10.45,24.17,28.05,39.75,8.02
65423,13.42,15.07,24.11,21.85,10.55,18.18,54.55,27.27,0.0
65424,14.04,17.54,22.81,21.93,8.77,22.22,22.22,33.33,22.22
65425,15.21,14.99,25.5,19.02,6.71,19.44,38.89,30.56,8.33
65426,7.46,17.16,26.87,23.88,8.96,25.0,33.33,25.0,8.33
65427,6.03,17.37,21.64,24.13,15.58,38.89,22.22,16.67,16.67
65428,9.52,17.46,25.4,17.46,12.7,33.33,16.67,33.33,16.67
65429,8.21,15.46,23.19,24.15,15.46,23.53,29.41,23.53,17.65
65430,11.63,18.6,37.21,11.63,2.33,25.0,25.0,50.0,0.0
65431,2.11,14.74,20.0,29.47,16.84,40.0,40.0,20.0,0.0
65432,14.69,11.86,27.12,19.21,12.99,31.25,31.25,18.75,12.5
65433,13.59,15.75,21.25,21.69,11.29,31.26,33.59,20.82,12.2
65435,13.43,19.08,24.73,14.49,9.19,44.83,6.9,24.14,17.24
65436,11.76,17.39,20.8,21.1,9.75,20.61,48.32,31.07,0.0
65437,10.14,15.94,25.36,21.74,12.32,25.0,33.33,16.67,25.0
65438,16.22,13.51,29.73,18.92,12.16,28.57,28.57,28.57,14.29
65439,9.59,19.26,25.69,17.3,11.32,23.35,27.48,40.01,9.16
65440,25.5,14.85,17.29,16.79,10.44,58.61,17.56,10.55,10.73
65441,9.21,15.79,13.16,19.74,17.11,28.57,28.57,14.29,28.57
65442,7.45,15.37,20.28,32.09,11.5,30.95,30.03,19.14,5.01
65443,25.0,18.75,25.0,12.5,6.25,0.0,0.0,100.0,0.0
65444,7.8,15.6,17.41,19.23,16.2,23.52,47.59,24.03,4.86
65445,9.13,13.91,17.39,28.26,19.57,39.13,34.78,21.74,4.35
65446,9.61,23.01,17.64,21.57,6.29,20.02,32.16,36.29,11.53
65447,11.18,18.69,19.62,24.37,9.83,42.11,25.7,19.49,11.84
65448,9.64,25.3,10.84,21.69,12.05,16.67,50.0,33.33,0.0
65449,7.78,12.22,25.56,27.78,14.44,50.0,20.0,20.0,10.0
65450,20.0,22.86,17.14,17.14,2.86,33.33,33.33,33.33,0.0
65451,10.15,14.55,22.3,22.83,12.15,29.85,34.33,26.87,7.46
65452,11.62,11.12,17.58,21.95,23.24,46.0,33.0,16.0,4.0
65453,6.67,21.33,17.33,24.0,13.33,16.67,50.0,33.33,0.0
