CODGEO,R_P19_POP1529,R_P19_POP3044,R_P19_POP4559,R_P19_POP6074,R_P19_POP7589,R_C19_MENPSEUL,R_C19_MENCOUPSENF,R_C19_MENCOUPAENF,R_C19_MENFAMMONO
27415,11.41,17.39,18.21,27.17,8.7,29.41,35.29,23.53,11.76
27417,11.96,22.56,19.14,16.21,5.4,19.84,37.9,32.21,10.05
27418,11.93,25.69,14.68,18.35,11.01,22.22,44.44,33.33,0.0
27419,14.99,18.07,26.91,16.2,3.08,22.81,26.32,42.11,8.77
27420,20.73,17.07,27.44,10.98,3.66,16.67,33.33,33.33,16.67
27421,16.56,20.62,23.91,14.38,4.69,22.45,32.65,40.82,4.08
27422,11.76,18.26,20.89,22.37,7.99,25.64,41.03,26.92,3.85
27423,10.36,18.39,23.45,22.93,4.92,24.19,35.48,35.48,4.84
27424,12.3,18.66,24.2,17.96,6.62,26.8,37.33,35.87,0.0
27425,12.86,17.74,22.88,17.85,9.94,26.67,33.75,29.48,6.2
27426,12.96,17.75,22.54,20.05,7.19,21.91,32.59,35.88,7.69
27427,9.44,18.17,18.28,25.73,9.55,31.8,36.88,18.24,10.45
27428,18.01,12.78,19.62,19.88,12.76,44.08,26.78,16.35,12.32
27429,18.54,18.54,25.84,10.11,5.06,25.0,16.67,41.67,16.67
27430,13.28,24.97,19.25,10.71,5.57,17.76,35.09,38.48,8.67
27431,15.28,16.37,14.71,20.55,9.74,38.86,24.46,27.27,5.64
27432,14.44,24.14,17.98,18.89,3.74,29.09,29.09,29.09,9.09
27433,14.66,21.47,18.85,17.8,1.57,7.69,46.15,38.46,7.69
27434,12.96,16.67,16.67,25.93,9.26,40.0,40.0,20.0,0.0
27435,18.11,18.87,17.36,14.72,4.15,21.05,26.32,47.37,5.26
27436,13.81,19.42,25.78,13.84,5.87,26.54,26.47,32.28,14.71
27437,15.88,18.82,26.76,12.06,3.53,16.0,44.0,36.0,4.0
27438,18.29,18.33,18.78,18.47,6.28,41.55,20.29,21.26,15.46
27439,13.09,12.2,24.85,28.29,6.97,24.41,40.87,27.82,5.7
27440,11.79,15.77,24.96,25.88,5.67,28.57,30.36,28.57,12.5
27441,12.68,11.27,32.39,23.94,7.04,16.67,16.67,33.33,33.33
27442,13.13,9.09,25.25,27.27,14.65,36.84,36.84,21.05,5.26
27444,7.07,22.12,14.81,25.59,9.53,32.87,28.5,29.13,9.5
27445,11.21,12.77,21.7,17.91,19.32,26.67,26.67,40.0,0.0
27446,14.76,19.86,22.37,15.08,4.38,28.02,26.86,29.96,10.42
27447,15.31,19.15,20.38,19.48,5.97,22.86,32.86,31.43,12.86
27448,14.74,16.44,20.77,18.29,10.91,37.34,28.97,22.96,9.87
27451,8.56,15.07,23.63,25.68,13.01,25.93,37.04,18.52,14.81
27453,14.83,16.86,20.01,16.82,9.44,23.76,35.48,29.66,11.1
27454,13.39,21.6,23.11,14.25,5.18,26.32,28.95,34.21,10.53
27455,23.03,19.39,18.79,13.94,2.42,23.08,23.08,38.46,15.38
27456,13.56,14.73,24.77,22.82,8.6,26.87,38.81,25.37,8.96
27457,14.51,18.97,25.43,13.36,7.61,26.79,30.36,32.14,7.14
27458,16.2,20.91,18.25,15.32,5.78,22.12,27.68,38.07,11.59
27459,21.13,14.08,29.58,14.08,11.27,33.33,33.33,16.67,16.67
27460,10.73,20.0,23.41,21.46,7.8,17.65,41.18,35.29,0.0
27462,15.92,24.2,12.74,17.2,5.73,30.77,23.08,38.46,7.69
27463,17.35,18.11,20.31,19.58,5.79,20.17,37.85,36.61,3.57
27464,12.64,21.03,21.97,16.02,6.62,23.85,32.03,36.88,7.23
27465,11.13,17.11,26.52,21.05,5.43,24.46,26.6,34.07,14.87
27466,13.39,26.49,16.96,15.77,3.57,16.0,32.0,44.0,8.0
27467,17.34,15.15,20.23,18.14,11.06,48.97,22.25,14.58,13.3
27468,10.97,15.05,19.5,20.08,13.28,40.77,26.78,21.87,10.58
27469,16.38,21.62,20.05,11.64,7.85,30.36,25.25,30.04,13.18
27470,18.43,16.75,21.6,14.81,8.55,38.68,26.42,28.3,5.66
27471,12.0,11.08,28.36,27.39,7.7,26.29,47.35,21.06,0.0
27472,15.62,24.91,21.18,13.75,2.6,24.98,30.0,35.01,10.01
27473,12.94,16.68,23.78,24.18,7.35,21.13,38.02,27.97,11.56
27474,14.28,16.61,24.85,17.52,7.57,28.78,28.84,31.21,8.16
27475,9.09,15.76,23.64,21.21,9.7,26.67,40.0,33.33,0.0
27476,13.23,18.32,23.66,22.39,6.62,18.18,36.36,36.36,9.09
27477,11.34,17.21,24.95,23.78,9.64,23.11,43.99,29.59,3.3
27478,12.75,18.44,20.76,17.49,9.06,22.78,37.97,34.18,5.06
27480,15.33,20.48,19.8,12.32,8.59,16.7,34.32,38.29,8.55
27481,14.39,16.43,22.78,20.23,6.33,26.11,35.61,31.83,3.21
27482,16.03,24.36,19.87,12.18,3.21,25.0,25.0,41.67,8.33
27483,15.92,17.78,23.56,19.86,4.9,37.57,42.0,20.44,0.0
27485,15.66,19.52,19.33,19.85,6.42,43.14,30.02,24.37,2.47
27486,14.31,21.08,23.85,13.54,5.54,19.23,32.69,32.69,15.38
27487,17.41,20.31,20.3,16.33,5.95,19.6,35.29,39.22,3.92
27488,12.61,15.67,30.77,18.17,4.55,23.53,35.29,29.41,11.76
27489,14.64,19.08,23.51,18.11,5.97,16.67,40.48,33.33,9.52
27490,15.67,20.67,25.16,13.79,3.94,15.41,34.33,45.35,4.9
27492,11.02,17.32,20.12,22.6,8.78,19.17,38.44,34.69,7.7
27493,14.32,21.87,17.41,14.9,7.66,27.09,29.17,31.82,10.06
27495,15.47,14.21,22.75,26.21,5.94,27.55,40.98,31.47,0.0
27496,11.43,20.16,22.32,18.12,7.44,35.49,30.48,25.41,8.62
27497,14.07,21.19,21.0,14.84,6.26,17.72,35.44,39.24,5.06
27498,13.9,24.52,21.25,9.54,5.18,21.43,28.57,39.29,10.71
27500,17.17,22.39,18.31,11.09,6.49,28.92,27.62,32.69,10.0
27501,13.57,21.71,24.42,12.4,5.81,15.79,31.58,52.63,0.0
27502,13.62,13.03,20.91,21.9,13.89,44.94,28.71,14.82,10.59
27504,13.83,24.83,20.55,10.4,3.75,16.6,22.25,49.51,10.47
27505,8.07,14.91,16.77,31.68,12.42,21.43,50.0,21.43,0.0
27507,16.31,19.69,17.3,15.76,7.76,33.21,26.28,28.12,11.18
27508,9.71,21.36,18.45,19.42,7.77,27.78,33.33,38.89,0.0
27511,12.1,21.2,20.68,15.68,5.14,20.25,31.05,41.41,5.46
27512,9.71,18.24,18.96,23.27,10.47,18.11,43.02,35.32,3.55
27514,14.64,13.12,22.82,20.65,8.86,25.0,31.95,33.25,3.27
27516,11.98,13.46,22.89,23.32,9.98,24.69,39.14,25.54,8.86
27517,12.98,21.47,20.67,15.37,5.44,16.16,34.27,42.85,6.04
27518,13.36,25.51,17.86,12.67,5.92,16.76,33.79,45.69,3.77
27520,15.6,12.06,18.44,24.11,7.09,33.33,25.0,33.33,0.0
27521,12.95,22.3,23.02,17.99,5.76,25.0,25.0,33.33,16.67
27522,12.39,22.48,19.04,15.83,6.19,22.86,28.57,45.71,2.86
27524,13.08,23.27,18.94,13.91,6.32,19.26,35.07,40.95,1.58
27525,9.73,24.16,23.49,14.43,4.36,13.64,40.91,45.45,0.0
27527,16.43,17.39,22.22,22.22,8.7,22.22,44.44,16.67,5.56
27528,14.86,17.32,20.25,20.3,8.11,32.82,33.74,23.93,8.59
27529,9.08,20.27,21.88,19.29,8.46,19.95,43.7,36.34,0.0
27530,8.24,16.47,23.53,27.06,7.06,25.0,37.5,25.0,12.5
27531,14.22,17.65,24.02,23.04,6.37,23.53,35.29,35.29,5.88
27533,11.94,18.42,21.86,23.89,7.09,24.39,41.46,24.39,7.32
27534,9.93,21.78,18.28,21.22,5.64,19.12,36.76,36.76,4.41
27535,11.96,14.71,26.85,24.03,8.3,22.87,40.25,34.2,2.68
27536,15.24,19.14,22.3,17.66,4.28,17.07,26.83,46.34,9.76
27537,14.06,22.49,20.51,13.49,6.08,25.48,36.53,35.13,1.43
27538,12.92,21.01,20.11,16.86,5.08,19.65,31.32,41.9,4.73
27539,11.0,22.15,22.64,18.24,5.13,15.73,29.08,40.93,14.27
27540,13.67,20.37,23.18,16.81,5.69,23.91,28.85,33.97,9.42
27541,15.68,18.6,25.76,16.03,4.82,13.2,40.0,40.0,0.0
27542,16.55,18.33,17.96,18.51,7.04,29.76,29.45,31.49,8.0
27543,14.06,19.95,21.36,19.21,7.47,25.76,33.58,29.01,7.29
27544,17.82,17.33,25.25,16.34,4.95,20.0,40.0,33.33,6.67
27545,11.11,16.67,27.78,25.4,3.97,10.0,50.0,40.0,0.0
27546,12.72,14.45,28.9,21.97,5.78,14.29,35.71,35.71,14.29
27547,15.39,18.29,20.6,19.21,6.83,29.73,31.08,25.68,13.51
27548,13.46,18.54,23.04,20.24,3.37,20.23,32.34,36.31,11.12
27550,14.01,18.24,20.52,22.8,6.19,30.77,30.77,30.77,7.69
27552,10.25,18.44,18.03,20.9,8.2,21.05,36.84,36.84,5.26
27553,12.43,22.67,25.83,16.56,3.17,28.31,30.69,32.71,8.29
27554,15.14,15.26,25.35,18.97,7.13,21.31,34.06,36.27,7.21
27555,14.23,23.17,18.7,14.23,5.69,16.67,38.89,44.44,0.0
27556,6.35,19.05,26.98,15.87,15.87,33.33,16.67,33.33,16.67
27557,11.7,15.26,18.87,23.32,10.44,25.34,35.77,31.16,7.73
27558,16.2,25.7,24.02,8.94,2.79,7.69,23.08,46.15,15.38
27560,9.16,19.92,21.91,26.69,5.98,17.39,43.48,26.09,13.04
27561,16.76,20.21,19.5,19.44,4.59,24.76,32.17,35.52,5.65
27562,14.09,16.16,23.12,18.69,9.91,35.21,28.83,22.89,12.82
27563,11.8,17.81,22.14,23.22,6.74,26.76,35.21,32.39,5.63
27564,14.88,23.26,22.25,16.09,5.78,22.64,33.53,36.52,7.31
27565,13.07,24.96,17.33,15.42,4.55,22.92,27.08,37.5,8.33
27567,13.03,24.57,18.19,15.55,4.44,14.92,34.92,40.18,9.98
27568,15.56,18.99,19.19,18.99,6.46,26.83,34.15,31.71,7.32
27569,14.17,11.74,28.34,20.65,6.07,15.0,45.0,40.0,0.0
27570,17.0,15.0,30.0,15.0,8.0,12.5,50.0,37.5,0.0
27571,14.59,23.41,19.14,14.88,3.64,16.64,29.15,45.88,8.33
27572,14.89,25.18,21.63,7.45,1.42,5.56,33.33,61.11,0.0
27576,14.31,23.34,22.84,12.94,2.53,15.81,24.63,52.87,4.46
27577,14.36,18.88,21.04,20.66,6.45,21.82,35.22,32.18,8.08
27578,13.29,15.81,21.37,17.59,7.86,25.93,32.53,35.01,4.32
27579,15.84,13.86,19.8,23.76,7.92,14.29,28.57,42.86,14.29
27580,14.65,18.41,21.79,15.7,7.54,20.1,33.99,36.78,7.52
27582,11.32,17.56,20.17,19.31,10.5,21.15,34.77,36.15,7.92
27584,14.18,23.05,23.4,14.18,1.42,14.29,19.05,47.62,14.29
27586,13.45,22.81,21.05,16.37,4.68,21.43,28.57,42.86,7.14
27587,15.06,16.88,21.78,19.98,8.88,27.22,31.09,26.99,11.75
27589,14.53,17.3,26.71,18.73,5.83,22.22,34.57,33.33,9.88
27590,16.09,13.04,25.22,20.43,8.26,26.32,36.84,36.84,0.0
27591,12.44,15.13,20.34,25.38,8.91,24.53,32.08,24.53,16.98
27592,11.79,18.7,24.39,17.07,7.72,25.0,30.0,30.0,15.0
27593,13.2,21.38,19.08,19.39,5.82,17.32,37.01,37.8,7.87
27594,14.28,19.05,20.57,15.65,7.69,29.02,28.53,37.66,0.0
27595,14.06,19.78,18.06,17.11,9.1,17.75,34.29,39.68,6.78
27597,11.97,21.37,22.05,18.46,4.79,23.4,36.17,31.91,8.51
27598,15.77,20.12,22.95,15.65,6.64,35.16,25.89,27.72,10.33
27599,15.33,17.58,21.13,19.48,8.82,25.86,34.9,33.93,3.97
27601,11.6,23.2,16.24,20.65,6.73,24.32,35.14,32.43,5.41
27602,14.96,16.43,20.36,18.11,10.65,28.31,29.0,29.22,12.79
27603,11.78,20.27,22.48,20.07,5.51,16.37,40.31,39.28,4.03
27604,8.12,18.12,15.62,31.88,6.88,23.08,46.15,23.08,7.69
27605,12.23,15.72,22.27,20.52,10.48,28.57,47.62,23.81,0.0
27606,17.9,20.77,17.43,20.48,3.57,20.87,33.5,27.77,15.28
27608,15.47,19.51,22.2,18.83,3.81,26.32,31.58,31.58,10.53
27609,14.75,16.52,19.17,23.89,7.37,32.26,35.48,25.81,6.45
27610,10.91,18.18,23.64,21.82,9.09,25.0,50.0,25.0,0.0
27611,14.56,18.35,25.32,19.62,3.48,19.23,30.77,42.31,7.69
27612,12.45,22.82,16.4,19.24,5.42,21.35,28.67,41.78,4.1
27613,15.71,24.69,18.02,12.18,5.19,18.43,36.22,41.85,3.5
27614,20.81,21.97,23.12,12.14,2.89,16.67,33.33,41.67,8.33
27615,10.7,26.2,21.39,17.11,3.21,20.0,33.33,40.0,0.0
27616,12.17,16.25,23.91,19.51,9.03,25.46,35.33,31.65,7.56
27617,16.23,20.0,20.38,15.85,2.83,22.5,30.0,37.5,10.0
27618,12.98,24.89,19.36,14.26,3.62,28.95,28.95,42.11,0.0
27620,13.37,22.33,19.03,19.16,4.39,23.19,35.18,26.64,12.47
27621,17.79,15.34,25.15,17.18,6.13,25.0,25.0,33.33,16.67
27622,13.0,14.6,20.45,22.07,13.49,36.57,33.71,19.43,9.71
27623,11.69,24.31,21.22,13.32,5.63,14.14,39.13,46.74,0.0
27624,14.57,17.71,24.44,20.94,4.24,16.35,40.99,38.32,4.34
27625,14.42,24.24,18.38,10.89,4.01,23.85,27.93,48.22,0.0
27627,15.3,18.56,23.43,18.58,5.41,20.84,40.63,38.53,0.0
27629,15.07,15.3,18.52,18.21,14.13,40.59,30.82,19.97,6.89
27630,14.95,20.87,18.69,16.51,5.3,20.0,32.0,44.0,0.0
27631,11.86,25.56,15.13,16.25,3.79,20.84,20.75,44.57,13.83
27632,14.98,22.79,21.3,10.6,1.94,17.0,25.61,57.39,0.0
27633,12.27,23.94,20.72,15.69,5.03,31.71,31.71,29.27,7.32
27635,17.73,17.02,22.7,15.6,4.26,33.33,25.0,25.0,16.67
27638,14.28,19.03,20.78,19.24,5.12,17.96,34.71,41.25,6.07
27640,13.33,18.46,24.1,15.9,7.18,26.67,26.67,26.67,20.0
27641,13.15,23.51,21.91,7.97,3.59,16.67,27.78,50.0,0.0
27643,12.55,18.84,20.79,17.7,8.96,33.22,31.96,28.46,6.36
27644,17.86,18.54,23.82,16.94,6.78,17.5,42.5,37.5,2.5
27645,10.32,21.94,25.81,16.77,3.23,16.67,41.67,33.33,8.33
27646,15.2,22.09,24.96,12.55,4.79,18.92,33.22,41.82,3.02
27649,15.43,21.44,19.04,16.67,7.05,22.02,40.62,37.36,0.0
27650,13.36,24.78,16.81,14.01,4.74,20.59,23.53,41.18,14.71
27652,12.51,18.32,24.31,20.23,4.33,21.79,29.57,40.19,8.45
27654,13.54,23.0,22.23,12.76,4.4,13.95,33.19,46.46,6.4
27655,16.16,17.4,24.38,20.27,4.79,29.03,30.65,30.65,8.06
27656,13.29,17.62,24.34,19.17,6.49,23.58,34.91,35.85,4.72
27658,16.62,18.4,21.66,17.22,7.42,19.24,30.77,42.3,7.69
27659,14.17,15.75,25.98,20.47,2.36,20.0,40.0,40.0,0.0
27660,10.47,17.18,23.98,26.59,6.76,39.36,34.75,21.54,4.35
27661,14.92,16.57,26.02,16.53,8.74,20.21,37.26,36.8,5.73
27662,6.79,19.88,23.83,20.74,7.28,25.81,45.43,28.75,0.0
27663,13.77,23.95,22.16,10.18,4.79,30.77,30.77,38.46,0.0
27664,13.06,21.25,19.69,19.88,7.02,25.58,27.91,34.88,11.63
27665,13.65,15.88,25.46,23.36,5.38,23.08,40.0,29.23,7.69
27666,14.51,21.77,23.89,15.93,4.07,19.05,38.1,42.86,0.0
27667,13.26,18.39,22.12,21.93,5.71,21.98,35.26,39.23,3.53
27668,10.29,16.52,24.78,24.06,8.26,20.34,42.37,32.2,5.08
27669,16.81,23.72,16.31,11.71,5.24,18.73,29.2,45.59,3.24
27670,15.74,18.17,25.11,16.15,5.05,19.28,35.02,38.99,6.71
27671,17.22,23.18,22.52,10.6,3.97,33.33,33.33,33.33,0.0
27672,11.21,22.45,20.06,20.48,6.86,25.38,28.24,36.97,6.28
27673,16.48,17.05,25.57,19.89,3.98,21.43,50.0,28.57,0.0
27674,15.36,24.03,21.04,13.44,5.6,36.85,16.1,31.01,12.01
27677,15.29,25.56,16.83,13.23,4.21,20.52,17.52,43.75,7.26
27678,11.57,19.68,21.83,21.56,5.41,21.73,36.17,36.08,4.82
27679,14.95,14.64,20.31,20.58,11.58,44.89,24.72,17.96,11.33
27680,12.17,15.34,22.22,26.98,6.88,40.0,35.0,20.0,5.0
27681,17.49,19.42,17.9,16.05,8.21,41.35,22.79,24.21,10.1
27682,14.87,19.09,24.73,16.43,5.63,23.08,28.85,40.38,5.77
27683,15.52,16.38,25.0,18.1,5.6,30.0,30.0,35.0,5.0
27684,21.15,16.89,25.64,15.6,4.25,21.34,42.48,31.64,4.54
27685,10.41,13.42,25.19,21.57,11.16,34.43,32.79,21.31,11.48
27686,8.33,10.42,29.17,31.25,10.42,40.0,20.0,20.0,20.0
27689,11.49,22.7,27.87,12.64,2.87,25.0,28.57,39.29,7.14
27690,15.88,22.18,17.27,15.93,3.9,21.36,25.08,40.93,12.63
27691,11.07,22.77,20.6,15.78,6.19,16.16,31.98,42.29,7.96
27692,13.71,22.29,22.86,16.57,5.71,21.43,28.57,42.86,0.0
27693,11.81,20.52,22.39,18.12,5.61,17.13,38.1,38.77,4.99
27694,12.42,16.56,29.62,17.2,7.96,23.08,30.77,30.77,15.38
27695,18.25,19.62,25.12,12.5,3.92,24.21,23.92,42.33,9.54
27696,17.4,18.28,25.48,12.98,5.3,23.7,27.55,40.49,5.5
27697,9.73,19.76,28.88,20.67,3.95,22.22,25.93,40.74,11.11
27698,13.88,17.16,19.93,20.62,8.29,27.98,31.5,28.18,12.34
27699,10.92,18.49,24.37,21.01,5.04,30.0,20.0,40.0,0.0
27700,14.66,26.59,15.62,11.12,3.52,17.12,21.84,54.45,4.41
27701,23.33,21.65,17.11,10.18,1.8,28.47,17.22,34.73,18.16
28001,15.11,19.45,23.38,11.86,7.14,21.45,27.07,43.83,6.47
28003,14.18,19.86,19.86,23.4,4.96,10.0,40.0,40.0,10.0
28004,15.51,24.05,22.78,12.66,1.58,16.67,33.33,45.83,4.17
28005,13.52,20.3,20.39,15.09,7.28,25.85,31.66,37.65,3.33
28006,10.74,15.73,21.32,26.9,8.66,25.47,42.24,25.47,6.21
28007,13.3,15.78,18.81,21.45,11.89,36.05,30.98,22.91,8.45
28008,15.92,19.9,20.9,12.44,3.48,26.67,26.67,40.0,6.67
28009,25.35,12.68,23.94,15.49,5.63,33.33,33.33,16.67,16.67
28010,12.62,14.15,24.62,19.38,13.23,36.67,33.33,26.67,0.0
28012,13.18,15.9,19.26,20.51,11.73,37.15,29.41,25.7,6.19
28013,15.27,20.52,20.46,15.15,5.28,20.89,31.43,40.54,6.24
28014,15.76,20.31,19.6,18.09,5.43,23.02,29.62,35.15,12.21
28015,16.24,20.58,20.8,13.49,5.77,30.04,26.32,32.94,9.87
28016,5.08,18.64,25.42,28.81,5.93,50.0,33.33,16.67,0.0
28018,12.59,15.99,17.72,22.32,11.39,36.96,34.06,21.01,7.25
28019,15.02,21.6,23.0,12.68,5.16,36.84,31.58,31.58,0.0
28021,12.81,21.0,21.38,16.11,7.1,24.39,29.72,38.66,7.23
28022,11.68,19.58,23.0,18.79,6.06,19.1,38.2,40.45,2.25
28023,14.89,19.72,23.7,16.83,5.02,22.99,32.07,39.34,5.6
28024,13.67,16.26,24.07,18.36,7.23,20.21,35.74,37.25,5.27
28025,17.76,17.76,32.71,7.48,6.54,37.5,12.5,50.0,0.0
28026,12.2,22.36,19.51,18.29,5.69,36.36,40.91,18.18,4.55
28027,10.99,11.23,17.06,25.64,17.9,40.12,39.81,15.9,4.17
28028,17.06,18.22,19.37,15.48,8.51,31.78,27.27,27.32,13.63
28029,15.22,18.32,20.19,16.46,6.83,26.92,26.92,42.31,3.85
28030,14.37,14.37,22.64,26.48,6.15,17.89,45.24,32.3,4.58
28031,11.04,16.17,22.8,20.24,11.97,44.68,30.69,17.0,7.62
28032,13.81,25.62,19.73,12.19,2.96,18.96,30.6,46.62,3.83
28033,13.64,17.52,21.03,19.27,5.63,34.29,30.0,27.14,8.57
28034,15.11,20.17,22.06,15.94,4.68,18.87,34.66,40.27,4.62
28035,13.83,17.54,23.43,18.78,4.23,21.79,39.74,34.62,3.85
28036,12.68,20.18,21.77,19.89,6.43,23.14,34.7,37.67,2.98
28037,9.34,22.24,20.35,19.07,6.39,31.83,27.73,30.11,10.33
28038,8.33,15.82,22.54,25.82,7.5,20.0,40.0,30.0,0.0
28039,15.75,21.47,20.51,13.53,5.68,22.76,23.79,39.74,9.88
28040,11.42,21.6,19.75,16.67,5.56,26.92,26.92,34.62,11.54
28041,10.05,17.86,17.45,22.9,17.21,35.29,29.41,35.29,0.0
28045,15.14,14.68,27.06,21.1,5.05,22.22,33.33,33.33,11.11
28046,12.92,15.42,23.12,25.62,6.25,21.95,43.9,31.71,2.44
28047,13.81,20.58,21.41,17.82,5.52,24.56,29.82,38.6,7.02
28048,14.96,21.16,20.35,14.96,6.06,19.3,24.56,45.61,7.02
28049,13.47,24.49,18.78,11.43,4.9,22.22,16.67,44.44,16.67
28050,12.73,22.47,18.35,19.48,4.87,21.74,30.43,30.43,13.04
28051,13.12,16.05,19.38,20.9,11.16,39.08,29.2,22.99,7.59
28052,13.03,18.75,23.67,18.88,5.59,25.4,30.16,33.33,11.11
28053,9.2,20.4,23.6,23.2,4.8,31.82,36.36,31.82,0.0
28054,16.07,27.18,18.65,11.9,5.56,26.83,29.27,39.02,4.88
28055,14.39,19.89,22.74,15.1,3.2,18.18,29.55,43.18,9.09
28056,12.95,18.32,25.12,18.91,5.37,22.39,32.09,32.09,10.45
28057,13.77,21.42,21.27,12.6,6.3,26.13,26.1,41.24,6.53
28058,10.35,21.42,20.46,21.32,6.89,23.45,34.2,38.93,3.42
28059,15.52,18.61,18.31,13.33,9.42,30.48,25.44,31.21,11.41
28060,15.48,32.22,12.97,7.95,2.51,17.65,35.29,47.06,0.0
28061,11.86,10.7,18.51,24.36,17.84,44.18,31.04,14.33,8.66
28062,18.93,19.31,24.84,12.46,3.87,20.62,29.32,42.55,7.51
28064,16.24,19.73,20.33,17.34,4.53,26.83,25.61,32.32,14.02
28065,5.5,23.85,21.1,22.94,7.34,36.36,36.36,27.27,0.0
28067,14.61,23.6,22.47,8.99,4.49,14.29,28.57,57.14,0.0
28068,15.03,21.93,23.91,13.27,5.84,15.32,39.55,42.12,3.02
28070,15.59,18.65,23.59,16.17,6.2,20.2,31.74,37.44,9.15
28071,13.96,20.51,17.09,14.67,7.12,30.36,25.0,32.14,7.14
28072,11.78,15.58,15.88,30.78,9.35,17.38,52.78,26.88,2.96
28073,9.12,21.12,27.01,14.95,3.86,18.91,35.44,41.73,0.0
28074,18.22,18.22,23.89,12.15,4.45,30.0,20.0,40.0,10.0
28075,12.19,15.06,22.19,24.15,10.07,26.68,40.68,25.95,6.69
28076,14.43,22.68,22.68,13.92,3.09,20.0,40.0,40.0,0.0
28077,13.02,14.79,22.49,21.89,5.92,14.29,50.0,21.43,14.29
28078,9.24,17.39,24.46,26.09,5.43,29.41,47.06,17.65,5.88
28079,8.25,17.7,19.68,25.95,13.01,40.56,38.72,20.72,0.0
28080,9.53,17.1,21.01,20.95,9.88,36.21,36.37,22.88,4.54
28081,15.23,17.88,21.52,15.89,6.95,26.09,34.78,39.13,0.0
28082,13.23,20.56,23.48,17.31,5.44,14.22,39.19,44.52,0.0
28084,12.59,20.26,24.73,18.26,4.37,21.28,34.56,37.22,6.95
28085,19.01,18.3,18.35,15.89,9.49,49.18,21.51,17.15,10.59
28086,12.47,16.02,19.3,22.2,8.79,28.59,38.32,19.32,10.28
28087,12.97,19.67,17.99,20.92,10.46,26.32,31.58,31.58,10.53
28088,18.79,16.72,17.56,16.45,11.16,42.85,25.68,19.29,10.4
28089,16.16,17.19,18.34,15.92,10.63,37.38,25.02,23.42,12.45
28090,14.95,9.35,27.1,28.04,12.15,30.0,50.0,10.0,10.0
28091,16.55,16.55,26.9,15.86,6.21,25.0,33.33,33.33,0.0
28092,14.96,23.93,25.22,10.69,3.85,26.32,26.32,36.84,10.53
28094,14.74,20.4,20.64,17.21,6.2,26.81,26.09,33.33,13.04
28095,15.27,17.82,27.27,16.73,4.73,18.18,36.36,36.36,9.09
28096,16.08,18.86,21.26,18.11,5.03,20.96,33.64,31.71,10.54
28098,11.97,19.35,19.96,19.08,9.19,28.66,33.76,30.57,5.73
28099,14.32,21.72,20.16,16.15,4.84,23.6,34.83,31.46,10.11
28100,14.48,15.91,29.12,17.22,4.48,23.4,35.23,38.42,2.95
28102,16.56,22.17,23.04,12.3,2.91,19.16,26.28,41.6,12.95
28103,11.38,15.79,20.6,20.76,13.23,35.57,35.64,21.39,5.43
28104,16.48,19.71,21.16,18.6,4.34,22.86,32.86,41.43,2.86
28105,10.81,17.3,16.76,23.42,9.37,26.09,26.09,30.43,15.22
28106,8.68,17.77,21.66,22.72,7.75,23.08,37.24,31.1,5.71
28107,9.35,16.94,27.16,30.54,3.96,19.22,52.04,25.67,3.06
28108,10.77,22.38,16.84,13.83,10.81,35.12,30.02,29.87,4.99
28109,12.85,20.06,22.26,15.99,7.84,30.77,30.77,38.46,0.0
28110,16.82,18.2,23.59,17.25,5.81,31.69,26.87,28.51,10.99
28111,11.2,20.49,20.77,18.31,5.74,23.33,23.33,30.0,13.33
28113,12.94,18.25,22.66,20.57,6.43,28.69,33.91,31.31,6.09
28114,16.06,17.52,22.63,17.52,8.03,38.46,23.08,38.46,0.0
28116,14.55,16.96,21.4,18.13,9.11,37.3,26.23,22.13,11.89
28117,12.19,16.97,17.81,23.86,10.45,33.59,37.47,24.77,0.0
28118,11.74,15.4,25.44,22.05,7.0,22.2,36.15,33.2,2.72
28119,12.84,19.59,20.27,24.32,6.08,28.57,28.57,28.57,14.29
28120,12.47,20.27,19.38,22.05,7.57,21.05,36.84,36.84,5.26
28121,15.69,19.61,20.59,17.65,5.88,33.33,33.33,33.33,0.0
28122,16.44,18.0,20.8,19.17,5.7,19.67,33.8,36.43,10.1
28123,9.05,14.85,21.54,25.98,11.48,33.06,42.12,20.5,1.98
28124,14.91,15.88,27.63,16.98,4.95,23.62,32.93,38.48,1.66
28126,11.56,21.11,18.59,15.08,16.08,23.53,35.29,29.41,11.76
28127,15.12,17.68,22.24,18.08,6.88,29.25,33.02,33.02,4.72
28128,11.79,22.22,23.62,14.14,5.33,19.39,25.82,45.1,6.46
28129,15.04,21.9,24.27,11.74,3.03,19.3,33.33,38.6,8.77
28130,16.13,20.87,21.07,15.72,4.84,26.23,31.24,38.77,3.75
28132,13.51,16.69,22.0,21.4,5.46,24.07,35.19,35.19,5.56
28134,19.29,18.82,16.94,13.84,6.74,35.74,18.69,30.3,13.4
28135,11.94,15.97,25.11,21.84,7.37,22.54,35.04,36.48,5.94
28136,11.45,15.06,24.1,21.69,7.83,20.0,40.0,40.0,0.0
28137,11.93,21.84,20.76,18.97,5.85,26.09,33.33,36.23,4.35
28139,16.94,22.95,19.67,7.65,4.37,15.38,30.77,53.85,0.0
28140,18.55,19.99,21.33,15.78,6.89,43.99,24.56,20.85,9.54
28141,14.53,19.52,26.65,15.06,4.49,12.75,29.34,41.12,8.4
