,CODGEO,TP6020
29347,76099,
29348,76100,
29349,76101,21.0
29350,76103,10.0
29351,76104,
29352,76105,
29353,76106,
29354,76107,
29355,76108,5.0
29356,76109,
29357,76110,
29358,76111,
29359,76112,
29360,76113,
29361,76114,23.0
29362,76115,
29363,76116,
29364,76117,
29365,76118,
29366,76119,
29367,76120,
29368,76121,
29369,76122,
29370,76123,
29371,76124,
29372,76125,
29373,76126,
29374,76128,
29375,76129,
29376,76130,
29377,76131,
29378,76132,
29379,76133,
29380,76134,
29381,76135,
29382,76136,
29383,76138,
29384,76139,
29385,76140,
29386,76141,
29387,76142,
29388,76143,
29389,76144,
29390,76146,10.0
29391,76147,
29392,76148,
29393,76149,
29394,76151,
29395,76152,
29396,76153,
29397,76154,
29398,76155,
29399,76156,
29400,76157,26.0
29401,76158,
29402,76159,16.0
29403,76160,
29404,76161,
29405,76162,
29406,76163,
29407,76164,11.0
29408,76165,19.0
29409,76166,
29410,76167,
29411,76168,
29412,76169,
29413,76170,
29414,76171,
29415,76172,
29416,76173,
29417,76174,
29418,76175,
29419,76176,
29420,76177,
29421,76178,24.0
29422,76179,
29423,76180,
29424,76181,
29425,76182,
29426,76183,
29427,76184,
29428,76185,
29429,76186,
29430,76187,
29431,76188,
29432,76189,
29433,76190,
29434,76192,11.0
29435,76193,
29436,76194,
29437,76195,
29438,76196,
29439,76197,
29440,76198,
29441,76199,
29442,76200,
29443,76201,
29444,76202,
29445,76203,
29446,76204,
29447,76205,
29448,76206,
29449,76207,
29450,76208,
29451,76209,
29452,76210,
29453,76211,
29454,76212,25.0
29455,76213,
29456,76214,
29457,76216,22.0
29458,76217,24.0
29459,76218,
29460,76219,17.0
29461,76220,
29462,76221,
29463,76222,11.0
29464,76223,
29465,76224,
29466,76225,
29467,76226,
29468,76227,
29469,76228,
29470,76229,
29471,76230,
29472,76231,32.0
29473,76232,
29474,76233,
29475,76234,
29476,76235,
29477,76236,
29478,76237,
29479,76238,
29480,76239,
29481,76240,
29482,76241,
29483,76242,
29484,76243,
29485,76244,
29486,76245,
29487,76247,
29488,76249,
29489,76250,
29490,76251,
29491,76252,
29492,76253,
29493,76254,
29494,76255,14.0
29495,76257,
29496,76258,10.0
29497,76259,19.0
29498,76260,
29499,76261,
29500,76262,
29501,76263,
29502,76264,
29503,76265,
29504,76266,
29505,76268,
29506,76269,
29507,76270,
29508,76271,
29509,76272,
29510,76273,
29511,76274,
29512,76275,
29513,76276,16.0
29514,76278,
29515,76279,
29516,76280,
29517,76281,
29518,76282,
29519,76283,
29520,76284,
29521,76285,
29522,76286,
29523,76287,
29524,76288,
29525,76289,
29526,76290,
29527,76291,
29528,76292,
29529,76293,
29530,76294,
29531,76295,
29532,76296,
29533,76297,
29534,76298,
29535,76299,
29536,76300,
29537,76302,9.0
29538,76303,
29539,76304,
29540,76305,17.0
29541,76306,
29542,76307,
29543,76308,
29544,76309,
29545,76311,
29546,76312,20.0
29547,76313,
29548,76314,
29549,76315,
29550,76316,
29551,76317,
29552,76318,
29553,76319,19.0
29554,76320,
29555,76321,
29556,76322,14.0
29557,76323,
29558,76324,
29559,76325,
29560,76327,
29561,76328,
29562,76329,11.0
29563,76330,
29564,76331,
29565,76332,
29566,76333,
29567,76334,
29568,76335,
29569,76336,
29570,76338,
29571,76339,
29572,76340,
29573,76341,18.0
29574,76342,
29575,76343,
29576,76344,
29577,76345,
29578,76346,
29579,76347,
29580,76348,
29581,76349,
29582,76350,
29583,76351,22.0
29584,76352,
29585,76353,
29586,76354,
29587,76355,
29588,76356,
29589,76357,
29590,76358,
29591,76359,
29592,76360,
29593,76361,
29594,76362,
29595,76363,
29596,76364,
29597,76365,
29598,76366,14.0
29599,76367,
29600,76368,
29601,76369,
29602,76370,
29603,76371,
29604,76372,
29605,76373,
29606,76374,
29607,76375,
29608,76377,
29609,76378,
29610,76379,
29611,76380,
29612,76381,
29613,76382,
29614,76383,
29615,76384,20.0
29616,76385,
29617,76386,
29618,76387,
29619,76388,
29620,76389,
29621,76390,
29622,76391,
29623,76392,
29624,76393,
29625,76394,
29626,76395,
29627,76396,
29628,76397,
29629,76398,
29630,76399,
29631,76400,10.0
29632,76401,10.0
29633,76402,11.0
29634,76403,
29635,76404,
29636,76405,
29637,76406,
29638,76407,
29639,76408,
29640,76409,
29641,76410,24.0
29642,76411,
29643,76412,
29644,76413,
29645,76414,
29646,76415,
29647,76416,
29648,76417,
29649,76418,
29650,76419,
29651,76420,
29652,76421,
29653,76422,
29654,76423,
29655,76424,
29656,76425,
29657,76426,
29658,76427,
29659,76428,
29660,76429,6.0
29661,76430,
29662,76431,
29663,76432,
29664,76433,
29665,76434,
29666,76435,
29667,76436,
29668,76437,
29669,76438,
29670,76439,
29671,76440,
29672,76441,
29673,76442,
29674,76443,
29675,76445,
29676,76446,
29677,76447,9.0
29678,76448,
29679,76449,
29680,76450,
29681,76451,10.0
29682,76452,9.0
29683,76453,
29684,76454,
29685,76455,
29686,76456,
29687,76457,
29688,76458,
29689,76459,
29690,76460,
29691,76461,
29692,76462,20.0
29693,76463,
29694,76464,
29695,76465,
29696,76467,
29697,76468,
29698,76469,
29699,76470,
29700,76471,
29701,76472,
29702,76473,
29703,76474,14.0
29704,76475,6.0
29705,76476,11.0
29706,76477,
29707,76478,
29708,76479,
29709,76480,
29710,76481,5.0
29711,76482,8.0
29712,76483,
29713,76484,19.0
29714,76485,
29715,76486,
29716,76487,
29717,76488,
29718,76489,
29719,76490,
29720,76491,
29721,76492,
29722,76493,
29723,76494,
29724,76495,13.0
29725,76497,18.0
29726,76498,23.0
29727,76499,
29728,76500,
29729,76501,
29730,76502,
29731,76503,
29732,76504,
29733,76505,
29734,76506,
29735,76507,
29736,76508,
29737,76509,
29738,76510,
29739,76511,
29740,76512,
29741,76513,
29742,76514,
29743,76515,
29744,76516,
29745,76517,
29746,76518,
29747,76519,
29748,76520,
29749,76521,
29750,76522,
29751,76523,
29752,76524,
29753,76526,
29754,76527,
29755,76528,
29756,76529,
29757,76530,
29758,76531,
29759,76532,
29760,76533,
29761,76534,
29762,76535,
29763,76536,
29764,76537,
29765,76538,
29766,76540,22.0
29767,76541,
29768,76542,
29769,76543,
29770,76544,
29771,76545,
29772,76546,
29773,76547,
29774,76548,
29775,76549,
29776,76550,
29777,76551,
29778,76552,5.0
29779,76553,
29780,76554,
29781,76555,
29782,76556,
29783,76557,
29784,76558,
29785,76559,
29786,76560,
29787,76561,14.0
29788,76562,
29789,76563,
29790,76564,
29791,76565,
29792,76566,
29793,76567,
29794,76568,
29795,76569,
29796,76570,
29797,76571,
29798,76572,
29799,76573,
29800,76574,
29801,76575,25.0
29802,76576,
29803,76577,
29804,76578,
29805,76580,
29806,76581,
29807,76582,
29808,76583,
29809,76584,
29810,76585,
29811,76586,
29812,76587,
29813,76588,
29814,76589,
29815,76590,
29816,76591,
29817,76592,
29818,76593,
29819,76594,
29820,76595,
29821,76596,
29822,76597,
29823,76598,
29824,76599,11.0
29825,76600,
29826,76601,
29827,76602,
29828,76603,
29829,76604,
29830,76605,
29831,76606,
29832,76608,
29833,76609,
29834,76610,
29835,76611,
29836,76612,
29837,76613,
29838,76614,
29839,76615,
29840,76616,
29841,76617,
29842,76618,9.0
29843,76619,
29844,76620,
29845,76621,
29846,76622,
29847,76623,
29848,76624,11.0
29849,76626,
29850,76627,
29851,76628,
29852,76629,
29853,76630,
29854,76631,
29855,76632,
29856,76634,
29857,76635,
29858,76636,
29859,76637,
29860,76638,
29861,76640,11.0
29862,76641,
29863,76642,
29864,76644,
29865,76645,
29866,76646,
29867,76647,7.0
29868,76648,16.0
29869,76649,
29870,76650,
29871,76651,
29872,76652,
29873,76653,
29874,76654,
29875,76655,16.0
29876,76656,
29877,76657,
29878,76658,
29879,76660,
29880,76662,
29881,76663,
29882,76664,
29883,76665,
29884,76666,
29885,76667,
29886,76668,
29887,76669,
29888,76670,
29889,76671,
29890,76672,
29891,76673,
29892,76675,
29893,76676,
29894,76677,
29895,76678,
29896,76679,
29897,76680,
29898,76681,18.0
29899,76682,
29900,76683,
29901,76684,
29902,76685,
29903,76686,
29904,76688,
29905,76689,
29906,76690,
29907,76691,
29908,76692,
29909,76693,
29910,76694,
29911,76695,
29912,76697,
29913,76698,
29914,76699,
29915,76700,
29916,76702,
29917,76703,
29918,76705,11.0
29919,76706,
29920,76707,
29921,76708,
29922,76709,15.0
29923,76710,
29924,76711,23.0
29925,76712,
29926,76714,
29927,76715,
29928,76716,
29929,76717,
29930,76718,
29931,76719,
29932,76720,
29933,76721,
29934,76723,
29935,76724,
29936,76725,
29937,76726,
29938,76727,
29939,76728,
29940,76730,
29941,76731,
29942,76732,
29943,76733,
29944,76734,
29945,76735,
29946,76736,
29947,76737,
29948,76738,
29949,76739,
29950,76740,
29951,76741,
29952,76743,
29953,76744,
29954,76745,
29955,76746,
29956,76747,
29957,76748,
29958,76749,
29959,76750,
29960,76751,
29961,76752,11.0
29962,76753,
29963,76754,
29964,76755,
29965,76756,
29966,76757,
29967,76758,15.0
29968,76759,
29969,77001,
29970,77002,
29971,77003,
29972,77004,
29973,77005,
29974,77006,
29975,77007,
29976,77008,
29977,77009,
29978,77010,
29979,77011,
29980,77012,
29981,77013,
29982,77014,14.0
29983,77015,
29984,77016,
29985,77018,9.0
29986,77019,
29987,77020,
29988,77021,
29989,77022,
29990,77023,
29991,77024,
29992,77025,
29993,77026,
29994,77027,
29995,77029,
29996,77030,
29997,77031,
29998,77032,
29999,77033,
30000,77034,
30001,77035,
30002,77036,
30003,77037,5.0
30004,77038,
30005,77039,
30006,77040,
30007,77041,
30008,77042,6.0
30009,77043,
30010,77044,
30011,77045,
30012,77046,
30013,77047,
30014,77048,
30015,77049,
30016,77050,
30017,77051,17.0
30018,77052,
30019,77053,10.0
30020,77054,
30021,77055,11.0
30022,77056,
30023,77057,
30024,77058,12.0
30025,77059,
30026,77060,
30027,77061,
30028,77062,
30029,77063,
30030,77065,
30031,77066,
30032,77067,7.0
30033,77068,
30034,77069,
30035,77070,
30036,77071,
30037,77072,
30038,77073,
30039,77075,
30040,77076,
30041,77077,
30042,77078,
30043,77079,16.0
30044,77080,
30045,77081,
30046,77082,
30047,77083,15.0
30048,77084,
30049,77085,8.0
30050,77086,
30051,77087,
30052,77088,
30053,77089,
30054,77090,
30055,77091,
30056,77093,
30057,77094,
30058,77095,
30059,77096,
30060,77097,
30061,77098,
30062,77099,13.0
30063,77100,5.0
30064,77101,
30065,77102,
30066,77103,
30067,77104,
30068,77106,
30069,77107,7.0
30070,77108,15.0
30071,77109,
30072,77110,
30073,77111,9.0
30074,77112,
30075,77113,
30076,77114,
30077,77115,
30078,77116,
30079,77117,
30080,77118,7.0
30081,77119,
30082,77120,
30083,77121,8.0
30084,77122,12.0
30085,77123,
30086,77124,
30087,77125,
30088,77126,
30089,77127,
30090,77128,
30091,77129,
30092,77130,
30093,77131,18.0
30094,77132,
30095,77133,
30096,77134,
30097,77135,
30098,77136,
30099,77137,
30100,77138,
30101,77139,8.0
30102,77140,
30103,77141,
30104,77142,6.0
30105,77143,9.0
30106,77144,
30107,77145,
30108,77146,
30109,77147,
30110,77148,
30111,77150,
30112,77151,
30113,77152,21.0
30114,77153,7.0
30115,77154,
30116,77155,8.0
30117,77156,
30118,77157,
30119,77158,
30120,77159,10.0
30121,77161,
30122,77162,
30123,77163,
30124,77164,
30125,77165,
30126,77167,
30127,77168,13.0
30128,77169,9.0
30129,77171,8.0
30130,77172,
30131,77173,
30132,77174,
30133,77175,
30134,77176,7.0
30135,77177,
30136,77178,
30137,77179,
30138,77180,
30139,77181,
30140,77182,23.0
30141,77183,17.0
30142,77184,
30143,77185,
30144,77186,13.0
30145,77187,
30146,77188,
30147,77190,
30148,77191,
30149,77192,8.0
30150,77193,
30151,77194,
30152,77195,
30153,77196,
30154,77197,
30155,77198,
30156,77199,
30157,77200,
30158,77201,
30159,77202,
30160,77203,
30161,77204,
30162,77205,
30163,77206,
30164,77207,
30165,77208,
30166,77209,
30167,77210,8.0
30168,77211,
30169,77212,
30170,77214,
30171,77215,12.0
30172,77216,
30173,77217,
30174,77218,
30175,77219,
30176,77220,
30177,77221,
30178,77222,7.0
30179,77223,
30180,77224,
30181,77225,
30182,77226,
30183,77227,
30184,77228,
30185,77229,
30186,77230,
30187,77231,
30188,77232,
30189,77233,
30190,77234,
30191,77235,
30192,77236,
30193,77237,
30194,77238,8.0
30195,77239,
30196,77240,13.0
30197,77241,
30198,77242,
30199,77243,12.0
30200,77244,
30201,77245,
30202,77246,
30203,77247,
30204,77248,
30205,77249,5.0
30206,77250,
30207,77251,12.0
30208,77252,
30209,77253,
30210,77254,
30211,77255,
30212,77256,
30213,77257,24.0
30214,77258,16.0
30215,77259,
30216,77260,
30217,77261,
30218,77262,
30219,77263,
30220,77264,
30221,77265,
30222,77266,
30223,77267,
30224,77268,7.0
30225,77269,
30226,77270,
30227,77271,
30228,77272,
30229,77273,
30230,77274,
30231,77275,
30232,77276,10.0
30233,77277,
30234,77278,
30235,77279,
30236,77280,
30237,77281,
30238,77282,
30239,77283,
30240,77284,22.0
30241,77285,22.0
30242,77286,
30243,77287,
30244,77288,24.0
30245,77289,
30246,77290,
30247,77291,
30248,77292,
30249,77293,
30250,77294,14.0
30251,77295,
30252,77296,15.0
30253,77297,
30254,77298,
30255,77300,
30256,77301,
30257,77302,
30258,77303,
30259,77304,
30260,77305,35.0
30261,77306,
30262,77307,9.0
30263,77308,
30264,77309,
30265,77310,
30266,77311,
30267,77312,
30268,77313,
30269,77314,
30270,77315,6.0
30271,77316,6.0
30272,77317,11.0
30273,77318,
30274,77319,
30275,77320,7.0
30276,77321,
30277,77322,
30278,77323,
30279,77325,
30280,77326,12.0
30281,77327,21.0
30282,77328,
30283,77329,
30284,77330,8.0
30285,77331,
30286,77332,
30287,77333,22.0
30288,77335,
30289,77336,
30290,77337,20.0
30291,77338,
30292,77339,
30293,77340,
30294,77341,
30295,77342,
30296,77343,
30297,77344,
30298,77345,
30299,77347,
30300,77348,
30301,77349,6.0
30302,77350,8.0
30303,77352,
30304,77353,
30305,77354,
30306,77355,
30307,77356,
30308,77357,
30309,77358,
30310,77359,
30311,77360,
30312,77361,
30313,77363,
30314,77364,
30315,77365,
30316,77366,
30317,77367,
30318,77368,
30319,77369,
30320,77370,
30321,77371,7.0
30322,77372,10.0
30323,77373,11.0
30324,77374,
30325,77376,
30326,77377,
30327,77378,7.0
30328,77379,26.0
30329,77380,
30330,77381,
30331,77382,5.0
30332,77383,
30333,77384,
30334,77385,14.0
30335,77386,
30336,77387,
30337,77388,
30338,77389,11.0
30339,77390,12.0
30340,77391,
30341,77392,
30342,77393,
30343,77394,7.0
30344,77395,
30345,77396,
30346,77397,
30347,77398,
30348,77400,
30349,77401,
30350,77402,
30351,77403,
30352,77404,
30353,77405,
30354,77406,
30355,77407,9.0
30356,77408,
30357,77409,11.0
30358,77410,
30359,77411,
30360,77412,
30361,77413,5.0
30362,77414,
30363,77415,
30364,77416,
30365,77417,
30366,77418,
30367,77419,9.0
30368,77420,6.0
30369,77421,
30370,77423,
30371,77424,
30372,77425,
30373,77426,
30374,77427,
30375,77428,
30376,77429,
30377,77430,5.0
30378,77431,8.0
30379,77432,
30380,77433,
30381,77434,
30382,77435,
30383,77436,
30384,77437,6.0
30385,77438,9.0
30386,77439,
30387,77440,
30388,77441,
30389,77442,
30390,77443,
30391,77444,
30392,77445,15.0
30393,77446,
30394,77447,
30395,77448,
30396,77449,11.0
30397,77450,6.0
30398,77451,
30399,77452,
30400,77453,
30401,77454,
30402,77455,
30403,77456,
30404,77457,
30405,77458,19.0
30406,77459,
30407,77460,
30408,77461,
30409,77462,
30410,77463,
30411,77464,11.0
30412,77465,
30413,77466,
30414,77467,
30415,77468,18.0
30416,77469,
30417,77470,9.0
30418,77471,
30419,77472,
30420,77473,
30421,77474,
30422,77475,8.0
30423,77476,
30424,77477,
30425,77478,
30426,77479,11.0
30427,77480,
30428,77481,
30429,77482,14.0
30430,77483,
30431,77484,
30432,77485,
30433,77486,
30434,77487,6.0
30435,77489,
30436,77490,
30437,77492,
30438,77493,8.0
30439,77494,
30440,77495,9.0
30441,77496,
30442,77498,
30443,77500,
30444,77501,
30445,77504,
30446,77505,
30447,77506,
30448,77507,
30449,77508,
30450,77509,
30451,77510,
30452,77511,
30453,77512,
30454,77513,10.0
30455,77514,16.0
30456,77515,
30457,77516,
30458,77517,
30459,77518,
30460,77519,
30461,77520,
30462,77521,
30463,77522,
30464,77523,
30465,77524,
30466,77525,
30467,77526,
30468,77527,
30469,77528,
30470,77529,
30471,77530,
30472,77531,
30473,77532,
30474,77533,
30475,77534,
30476,78003,
30477,78005,13.0
30478,78006,
30479,78007,
30480,78009,
30481,78010,
30482,78013,
30483,78015,7.0
30484,78020,
30485,78029,14.0
30486,78030,
30487,78031,
30488,78033,
30489,78034,
30490,78036,
30491,78043,
30492,78048,
30493,78049,
30494,78050,
30495,78053,
30496,78057,
30497,78062,5.0
30498,78068,
30499,78070,
30500,78071,
30501,78072,
30502,78073,6.0
30503,78076,
30504,78077,
30505,78082,
30506,78084,
30507,78087,
30508,78089,15.0
30509,78090,
30510,78092,7.0
30511,78096,
30512,78104,
30513,78107,
30514,78108,
30515,78113,
30516,78117,
30517,78118,9.0
30518,78120,
30519,78123,17.0
30520,78124,8.0
30521,78125,
30522,78126,9.0
30523,78128,
30524,78133,6.0
30525,78138,23.0
30526,78140,
30527,78143,
30528,78146,7.0
30529,78147,
30530,78152,
30531,78158,5.0
30532,78160,5.0
30533,78162,
30534,78163,
30535,78164,
30536,78165,9.0
30537,78168,12.0
30538,78171,
30539,78172,10.0
30540,78185,
30541,78188,
30542,78189,
30543,78190,6.0
30544,78192,
30545,78193,
30546,78194,
30547,78196,
30548,78202,
30549,78206,8.0
30550,78208,10.0
30551,78209,
30552,78217,8.0
30553,78220,6.0
30554,78224,5.0
30555,78227,
30556,78230,
30557,78231,
30558,78233,
30559,78234,
30560,78236,
30561,78237,
30562,78238,
30563,78239,
30564,78242,10.0
30565,78245,
30566,78246,
30567,78255,12.0
30568,78261,
30569,78262,
30570,78263,
30571,78264,
30572,78265,
30573,78267,10.0
30574,78269,
30575,78276,
30576,78278,
30577,78281,
30578,78283,
30579,78285,
30580,78289,
30581,78290,
30582,78291,
30583,78296,
30584,78297,11.0
30585,78299,9.0
30586,78300,
30587,78302,
30588,78305,
30589,78307,
30590,78310,9.0
30591,78311,8.0
30592,78314,7.0
30593,78317,
30594,78320,
30595,78321,5.0
30596,78322,5.0
30597,78324,
30598,78325,
30599,78327,7.0
30600,78329,
30601,78334,
30602,78335,20.0
30603,78337,
30604,78343,
30605,78344,
30606,78346,
30607,78349,
30608,78350,6.0
30609,78354,7.0
30610,78356,7.0
30611,78358,6.0
30612,78361,30.0
30613,78362,21.0
30614,78364,
30615,78366,
30616,78367,
30617,78368,
30618,78372,6.0
30619,78380,7.0
30620,78381,
30621,78382,8.0
30622,78383,8.0
30623,78384,
30624,78385,
30625,78389,
30626,78391,
30627,78396,5.0
30628,78397,5.0
30629,78398,
30630,78401,17.0
30631,78402,6.0
30632,78403,
30633,78404,
30634,78406,
30635,78407,
30636,78410,
30637,78413,
30638,78415,
30639,78416,
30640,78417,
30641,78418,6.0
30642,78420,
30643,78423,7.0
30644,78431,
30645,78437,
30646,78439,
30647,78440,25.0
30648,78442,
30649,78443,
30650,78444,
30651,78451,
30652,78455,5.0
30653,78460,
30654,78464,
30655,78465,
30656,78466,6.0
30657,78470,
30658,78472,
30659,78474,
30660,78475,
30661,78478,
30662,78481,8.0
30663,78484,
30664,78486,5.0
30665,78490,11.0
30666,78497,
30667,78498,14.0
30668,78499,
30669,78501,9.0
30670,78502,13.0
30671,78505,
30672,78506,
30673,78513,
30674,78516,
30675,78517,7.0
30676,78518,
30677,78520,
30678,78522,
30679,78528,
30680,78530,
30681,78531,13.0
30682,78536,
30683,78537,5.0
30684,78545,10.0
30685,78548,
30686,78550,
30687,78551,8.0
30688,78557,
30689,78558,
30690,78559,
30691,78561,
30692,78562,
30693,78564,
30694,78565,
30695,78567,
30696,78569,
30697,78571,
30698,78575,5.0
30699,78576,
30700,78586,13.0
30701,78588,
30702,78590,
30703,78591,
30704,78597,
30705,78601,
30706,78605,
30707,78606,
30708,78608,
30709,78609,
30710,78615,
30711,78616,
30712,78618,
30713,78620,
30714,78621,25.0
30715,78623,
30716,78624,7.0
30717,78638,8.0
30718,78640,7.0
30719,78642,8.0
30720,78643,12.0
30721,78644,23.0
30722,78646,7.0
30723,78647,
30724,78650,5.0
30725,78653,
30726,78655,
30727,78668,
30728,78672,5.0
30729,78674,5.0
30730,78677,
30731,78681,
30732,78683,
30733,78686,5.0
30734,78688,5.0
30735,79001,
30736,79002,
30737,79003,7.0
30738,79005,15.0
30739,79007,
30740,79008,
30741,79009,
30742,79010,
30743,79012,
30744,79013,16.0
30745,79014,17.0
30746,79015,
30747,79016,
30748,79018,
30749,79019,
30750,79020,
30751,79022,
30752,79023,
30753,79024,
30754,79025,
30755,79029,
30756,79030,
30757,79031,
30758,79032,
30759,79034,
30760,79038,
30761,79040,
30762,79042,
30763,79046,
30764,79047,
30765,79048,5.0
30766,79049,14.0
30767,79050,
30768,79055,
30769,79056,
30770,79057,
30771,79058,
30772,79059,
30773,79060,
30774,79061,9.0
30775,79062,16.0
30776,79063,
30777,79064,
30778,79066,
30779,79069,
30780,79070,
30781,79071,
30782,79074,
30783,79076,
30784,79077,
30785,79078,
30786,79079,8.0
30787,79080,
30788,79081,5.0
30789,79083,20.0
30790,79084,
30791,79085,
30792,79086,
30793,79087,
30794,79088,
30795,79089,
30796,79090,
30797,79091,
30798,79092,
30799,79094,
30800,79095,
30801,79096,
30802,79100,
30803,79101,10.0
30804,79102,
30805,79103,10.0
30806,79104,
30807,79105,
30808,79106,
30809,79108,
30810,79109,
30811,79111,
30812,79112,
30813,79114,
30814,79115,
30815,79116,
30816,79117,
30817,79118,
30818,79119,
30819,79120,
30820,79121,
30821,79122,
30822,79123,10.0
30823,79124,
30824,79125,
30825,79126,
30826,79127,
30827,79128,
30828,79129,
30829,79130,7.0
30830,79131,
30831,79132,
30832,79133,
30833,79134,
30834,79135,
30835,79136,
30836,79137,
30837,79139,
30838,79140,
30839,79141,
30840,79142,
30841,79144,
30842,79145,
30843,79147,
30844,79148,
30845,79149,
30846,79150,
30847,79152,
30848,79153,
30849,79154,
30850,79156,
30851,79157,
30852,79158,
30853,79159,
30854,79160,
30855,79161,
30856,79162,
30857,79163,
30858,79164,
30859,79165,
30860,79166,
30861,79167,
30862,79170,11.0
30863,79172,
30864,79174,13.0
30865,79175,
30866,79176,
30867,79177,
30868,79179,12.0
30869,79180,
30870,79183,
30871,79184,
30872,79185,6.0
30873,79189,
30874,79190,
30875,79191,15.0
30876,79195,14.0
30877,79196,13.0
30878,79197,
30879,79198,
30880,79200,
30881,79201,
30882,79202,17.0
30883,79203,
30884,79204,
30885,79205,
30886,79207,
30887,79208,
30888,79209,
30889,79210,
30890,79212,
30891,79213,10.0
30892,79215,
30893,79216,
30894,79217,
30895,79218,
30896,79220,
30897,79223,
30898,79225,
30899,79226,
30900,79229,
30901,79230,
30902,79231,
30903,79235,
30904,79236,
30905,79238,
30906,79239,
30907,79241,
30908,79242,
30909,79243,
30910,79244,
30911,79246,
30912,79249,
30913,79250,
30914,79251,
30915,79252,
30916,79253,
30917,79254,
30918,79255,
30919,79256,
30920,79257,
30921,79258,
30922,79259,
30923,79263,
30924,79265,
30925,79267,
30926,79268,
30927,79269,
30928,79270,20.0
30929,79271,
30930,79273,
30931,79274,
30932,79276,
30933,79277,
30934,79278,
30935,79280,
30936,79281,
30937,79283,
30938,79284,
30939,79285,
30940,79286,
30941,79289,
30942,79290,
30943,79293,
30944,79294,
30945,79295,
30946,79297,
30947,79298,
30948,79299,11.0
30949,79300,
30950,79301,
30951,79302,
30952,79303,
30953,79304,
30954,79306,
30955,79307,
30956,79308,
30957,79309,
30958,79310,
30959,79311,
30960,79312,
30961,79313,
30962,79316,
30963,79319,
30964,79320,
30965,79322,
30966,79326,
30967,79329,17.0
30968,79331,
30969,79332,
30970,79334,
30971,79335,
30972,79336,
30973,79337,
30974,79338,
30975,79339,
30976,79340,
30977,79341,
30978,79342,
30979,79343,
30980,79345,
30981,79346,
30982,79347,
30983,79348,
30984,79349,
30985,79350,
30986,79351,
30987,79352,
30988,79354,
30989,79355,
30990,79357,
30991,80001,24.0
30992,80002,
30993,80003,
30994,80004,
30995,80005,
30996,80006,
30997,80008,
30998,80009,
30999,80010,9.0
31000,80011,10.0
31001,80013,21.0
31002,80014,
31003,80015,
31004,80016,20.0
31005,80017,
31006,80018,
31007,80019,
31008,80020,
31009,80021,24.0
31010,80022,
31011,80023,
31012,80024,
31013,80025,
31014,80026,
31015,80027,
31016,80028,
31017,80029,
31018,80030,
31019,80031,
31020,80032,
31021,80033,
31022,80034,
31023,80035,
31024,80036,
31025,80037,
31026,80038,
31027,80039,
31028,80040,
31029,80041,
31030,80042,
31031,80043,
31032,80044,
31033,80045,
31034,80046,
31035,80047,
31036,80048,
31037,80049,
31038,80050,
31039,80051,
31040,80052,
31041,80053,
31042,80054,
31043,80055,
31044,80056,
31045,80057,
31046,80058,
31047,80059,
31048,80060,
31049,80061,
31050,80062,
31051,80063,
31052,80064,
31053,80065,
31054,80066,
31055,80067,
31056,80068,
31057,80069,
31058,80070,
31059,80071,
31060,80073,
31061,80074,
31062,80076,
31063,80077,
31064,80078,
31065,80079,
31066,80080,
31067,80081,
31068,80082,
31069,80083,
31070,80084,
31071,80085,
31072,80086,
31073,80087,
31074,80088,
31075,80089,
31076,80090,
31077,80092,
31078,80093,
31079,80094,
31080,80095,
31081,80096,
31082,80097,
31083,80098,
31084,80099,
31085,80100,
31086,80101,
31087,80102,
31088,80103,
31089,80104,
31090,80105,
31091,80106,
31092,80107,
31093,80108,
31094,80109,
31095,80110,
31096,80112,
31097,80113,
31098,80114,
31099,80115,
31100,80116,
31101,80117,
31102,80118,
31103,80119,
31104,80120,
31105,80121,
31106,80122,
31107,80123,
31108,80124,
31109,80125,
31110,80126,
31111,80127,
31112,80128,
31113,80129,
31114,80130,
31115,80131,7.0
31116,80132,
31117,80133,
31118,80134,
31119,80135,
31120,80136,
31121,80137,
31122,80138,
31123,80139,
31124,80140,
31125,80141,
31126,80142,
31127,80143,
31128,80144,
31129,80145,
31130,80146,
31131,80147,
31132,80148,
31133,80149,
31134,80150,
31135,80151,
31136,80152,
31137,80153,
31138,80154,
31139,80155,
31140,80156,
31141,80157,
31142,80158,
31143,80159,
31144,80160,
31145,80161,
31146,80162,
31147,80163,
31148,80164,10.0
31149,80165,
31150,80166,
31151,80167,
31152,80168,
31153,80169,
31154,80170,
31155,80171,
31156,80172,
31157,80173,
31158,80174,
31159,80176,
31160,80177,
31161,80179,
31162,80180,
31163,80181,
31164,80182,18.0
31165,80183,
31166,80184,
31167,80185,
31168,80186,20.0
31169,80187,
31170,80188,
31171,80189,
31172,80190,
31173,80191,
31174,80192,
31175,80193,
31176,80194,
31177,80195,
31178,80196,
31179,80197,
31180,80198,
31181,80199,
31182,80200,
31183,80201,
31184,80202,
31185,80203,
31186,80204,
31187,80205,
31188,80206,
31189,80207,
31190,80208,
31191,80210,
31192,80211,
31193,80212,14.0
31194,80213,
31195,80214,
31196,80215,
31197,80216,
31198,80217,
31199,80218,
31200,80219,
31201,80220,
31202,80221,
31203,80222,
31204,80223,
31205,80224,
31206,80225,
31207,80226,
31208,80227,
31209,80228,20.0
31210,80229,
31211,80230,
31212,80231,
31213,80232,
31214,80233,
31215,80234,
31216,80235,
31217,80236,
31218,80237,
31219,80238,
31220,80239,
31221,80240,
